sewershed_id,population_served,sample_collect_date,date,synthetic_viral_load
SYNTH_A,1075656,2020-01-01,2020-01-01,2335236.090973308
SYNTH_A,1075656,2020-01-02,2020-01-02,965176.1602292098
SYNTH_A,1075656,2020-01-03,2020-01-03,2881152.290293079
SYNTH_A,1075656,2020-01-04,2020-01-04,3273.341025550386
SYNTH_A,1075656,2020-01-05,2020-01-05,283.86170632906084
SYNTH_A,1075656,2020-01-06,2020-01-06,283.8681912090665
SYNTH_A,1075656,2020-01-07,2020-01-07,3539.510549714425
SYNTH_A,1075656,2020-01-08,2020-01-08,1070.056502424341
SYNTH_A,1075656,2020-01-09,2020-01-09,191.3944881569433
SYNTH_A,1075656,2020-01-10,2020-01-10,782.550828033187
SYNTH_A,1075656,2020-01-11,2020-01-11,186.8279711850029
SYNTH_A,1075656,2020-01-12,2020-01-12,186.2278780981589
SYNTH_A,1075656,2020-01-13,2020-01-13,498.5520242605574
SYNTH_A,1075656,2020-01-14,2020-01-14,24.84703637507496
SYNTH_A,1075656,2020-01-15,2020-01-15,34.919625392767884
SYNTH_A,1075656,2020-01-16,2020-01-16,176.05946866783634
SYNTH_A,1075656,2020-01-17,2020-01-17,94.05699967750499
SYNTH_A,1075656,2020-01-18,2020-01-18,562.6410723832755
SYNTH_A,1075656,2020-01-19,2020-01-19,102.70695881240441
SYNTH_A,1075656,2020-01-20,2020-01-20,50.91647728857885
SYNTH_A,1075656,2020-01-21,2020-01-21,2792.772244567604
SYNTH_A,1075656,2020-01-22,2020-01-22,250.0220314520959
SYNTH_A,1075656,2020-01-23,2020-01-23,376.0324286815116
SYNTH_A,1075656,2020-01-24,2020-01-24,47.14404747453962
SYNTH_A,1075656,2020-01-25,2020-01-25,195.4161834006132
SYNTH_A,1075656,2020-01-26,2020-01-26,486.37189534805486
SYNTH_A,1075656,2020-01-27,2020-01-27,84.01931980706753
SYNTH_A,1075656,2020-01-28,2020-01-28,703.0319598651388
SYNTH_A,1075656,2020-01-29,2020-01-29,173.44033914159323
SYNTH_A,1075656,2020-01-30,2020-01-30,266.59304476842306
SYNTH_A,1075656,2020-01-31,2020-01-31,173.18280012509666
SYNTH_A,1075656,2020-02-01,2020-02-01,5942.21904381048
SYNTH_A,1075656,2020-02-02,2020-02-02,443.03782715075306
SYNTH_A,1075656,2020-02-03,2020-02-03,103.61232118480429
SYNTH_A,1075656,2020-02-04,2020-02-04,1417.9794272047156
SYNTH_A,1075656,2020-02-05,2020-02-05,76.23095395267964
SYNTH_A,1075656,2020-02-06,2020-02-06,557.3379181076541
SYNTH_A,1075656,2020-02-07,2020-02-07,27.267836936494675
SYNTH_A,1075656,2020-02-08,2020-02-08,60.42102933407081
SYNTH_A,1075656,2020-02-09,2020-02-09,504.41774036095416
SYNTH_A,1075656,2020-02-10,2020-02-10,1071.7369407183587
SYNTH_A,1075656,2020-02-11,2020-02-11,486.83824668982186
SYNTH_A,1075656,2020-02-12,2020-02-12,313.8974837507256
SYNTH_A,1075656,2020-02-13,2020-02-13,120373866.99547657
SYNTH_A,1075656,2020-02-14,2020-02-14,23388688.06168841
SYNTH_A,1075656,2020-02-15,2020-02-15,159.01566791822415
SYNTH_A,1075656,2020-02-16,2020-02-16,228.07648434210904
SYNTH_A,1075656,2020-02-17,2020-02-17,1884.8620128137886
SYNTH_A,1075656,2020-02-18,2020-02-18,698.3957262009882
SYNTH_A,1075656,2020-02-19,2020-02-19,36.05477182438729
SYNTH_A,1075656,2020-02-20,2020-02-20,658.0122425761649
SYNTH_A,1075656,2020-02-21,2020-02-21,245.28856091362425
SYNTH_A,1075656,2020-02-22,2020-02-22,145.28546914956868
SYNTH_A,1075656,2020-02-23,2020-02-23,2461267.4640777158
SYNTH_A,1075656,2020-02-24,2020-02-24,4375480.364382969
SYNTH_A,1075656,2020-02-25,2020-02-25,3702554.777769956
SYNTH_A,1075656,2020-02-26,2020-02-26,322847.05879154813
SYNTH_A,1075656,2020-02-27,2020-02-27,1328494.1729664193
SYNTH_A,1075656,2020-02-28,2020-02-28,1536082.79371687
SYNTH_A,1075656,2020-02-29,2020-02-29,3943936.8944283077
SYNTH_A,1075656,2020-03-01,2020-03-01,836924.9125508551
SYNTH_A,1075656,2020-03-02,2020-03-02,3289692.617009302
SYNTH_A,1075656,2020-03-03,2020-03-03,1338925.0319073256
SYNTH_A,1075656,2020-03-04,2020-03-04,2083059.3552018905
SYNTH_A,1075656,2020-03-05,2020-03-05,79103566.79392304
SYNTH_A,1075656,2020-03-06,2020-03-06,168565355.9628928
SYNTH_A,1075656,2020-03-07,2020-03-07,23102640.67570217
SYNTH_A,1075656,2020-03-08,2020-03-08,103186686.29289171
SYNTH_A,1075656,2020-03-09,2020-03-09,118229158.4342346
SYNTH_A,1075656,2020-03-10,2020-03-10,29129391.576266367
SYNTH_A,1075656,2020-03-11,2020-03-11,45513355.3664357
SYNTH_A,1075656,2020-03-12,2020-03-12,368030290.8468533
SYNTH_A,1075656,2020-03-13,2020-03-13,22745806.28395263
SYNTH_A,1075656,2020-03-14,2020-03-14,210902695.48440957
SYNTH_A,1075656,2020-03-15,2020-03-15,624326.3537661196
SYNTH_A,1075656,2020-03-16,2020-03-16,819239.496494144
SYNTH_A,1075656,2020-03-17,2020-03-17,294665.9512318852
SYNTH_A,1075656,2020-03-18,2020-03-18,15014784.521192085
SYNTH_A,1075656,2020-03-19,2020-03-19,25862137.9219585
SYNTH_A,1075656,2020-03-20,2020-03-20,2880235.6754084057
SYNTH_A,1075656,2020-03-21,2020-03-21,33712187.22628912
SYNTH_A,1075656,2020-03-22,2020-03-22,75221829.21799591
SYNTH_A,1075656,2020-03-23,2020-03-23,357803026.38695616
SYNTH_A,1075656,2020-03-24,2020-03-24,39745075.4130901
SYNTH_A,1075656,2020-03-25,2020-03-25,26539837.475452248
SYNTH_A,1075656,2020-03-26,2020-03-26,33829496.17516498
SYNTH_A,1075656,2020-03-27,2020-03-27,243052351.05084193
SYNTH_A,1075656,2020-03-28,2020-03-28,107443564.14327961
SYNTH_A,1075656,2020-03-29,2020-03-29,32536656.583041944
SYNTH_A,1075656,2020-03-30,2020-03-30,138894668.5406569
SYNTH_A,1075656,2020-03-31,2020-03-31,85547069.96500029
SYNTH_A,1075656,2020-04-01,2020-04-01,287675302.60679346
SYNTH_A,1075656,2020-04-02,2020-04-02,8134377.602215731
SYNTH_A,1075656,2020-04-03,2020-04-03,8734427.45591785
SYNTH_A,1075656,2020-04-04,2020-04-04,7985259.562815491
SYNTH_A,1075656,2020-04-05,2020-04-05,1798152.658208965
SYNTH_A,1075656,2020-04-06,2020-04-06,20806200.054058928
SYNTH_A,1075656,2020-04-07,2020-04-07,19815389.616263777
SYNTH_A,1075656,2020-04-08,2020-04-08,63623236.45445485
SYNTH_A,1075656,2020-04-09,2020-04-09,12429602.858437695
SYNTH_A,1075656,2020-04-10,2020-04-10,12018968.898787344
SYNTH_A,1075656,2020-04-11,2020-04-11,47972275.78809449
SYNTH_A,1075656,2020-04-12,2020-04-12,53466866.652175
SYNTH_A,1075656,2020-04-13,2020-04-13,39207464.178060874
SYNTH_A,1075656,2020-04-14,2020-04-14,90410726.86490269
SYNTH_A,1075656,2020-04-15,2020-04-15,198544947.19122252
SYNTH_A,1075656,2020-04-16,2020-04-16,1561452402.4069016
SYNTH_A,1075656,2020-04-17,2020-04-17,144273260.6763168
SYNTH_A,1075656,2020-04-18,2020-04-18,161929902.8073451
SYNTH_A,1075656,2020-04-19,2020-04-19,105654275.31734791
SYNTH_A,1075656,2020-04-20,2020-04-20,8115994.717667221
SYNTH_A,1075656,2020-04-21,2020-04-21,24354656.309787806
SYNTH_A,1075656,2020-04-22,2020-04-22,27479091.811682045
SYNTH_A,1075656,2020-04-23,2020-04-23,778337452.6335022
SYNTH_A,1075656,2020-04-24,2020-04-24,19335653.37269921
SYNTH_A,1075656,2020-04-25,2020-04-25,7688876.243101819
SYNTH_A,1075656,2020-04-26,2020-04-26,4815683.3933724305
SYNTH_A,1075656,2020-04-27,2020-04-27,2160831.7016052655
SYNTH_A,1075656,2020-04-28,2020-04-28,53887172.81175864
SYNTH_A,1075656,2020-04-29,2020-04-29,31279986.87551261
SYNTH_A,1075656,2020-04-30,2020-04-30,33028925.87766504
SYNTH_A,1075656,2020-05-01,2020-05-01,3099652.3655233867
SYNTH_A,1075656,2020-05-02,2020-05-02,77372909.5955078
SYNTH_A,1075656,2020-05-03,2020-05-03,1562111.4406160428
SYNTH_A,1075656,2020-05-04,2020-05-04,24860475.05515309
SYNTH_A,1075656,2020-05-05,2020-05-05,231515998.15499032
SYNTH_A,1075656,2020-05-06,2020-05-06,2768687.0354860607
SYNTH_A,1075656,2020-05-07,2020-05-07,2327036.570435951
SYNTH_A,1075656,2020-05-08,2020-05-08,99702672.7543644
SYNTH_A,1075656,2020-05-09,2020-05-09,8196180.275660905
SYNTH_A,1075656,2020-05-10,2020-05-10,2430586.349302565
SYNTH_A,1075656,2020-05-11,2020-05-11,12359441.424407586
SYNTH_A,1075656,2020-05-12,2020-05-12,4613110.039477943
SYNTH_A,1075656,2020-05-13,2020-05-13,80179845.66580692
SYNTH_A,1075656,2020-05-14,2020-05-14,2439004.1186858867
SYNTH_A,1075656,2020-05-15,2020-05-15,93160840.79175508
SYNTH_A,1075656,2020-05-16,2020-05-16,9715170.247095505
SYNTH_A,1075656,2020-05-17,2020-05-17,12347346.925481593
SYNTH_A,1075656,2020-05-18,2020-05-18,60055392.398071446
SYNTH_A,1075656,2020-05-19,2020-05-19,4588357.76622282
SYNTH_A,1075656,2020-05-20,2020-05-20,15410618.348578967
SYNTH_A,1075656,2020-05-21,2020-05-21,116295176.81383531
SYNTH_A,1075656,2020-05-22,2020-05-22,1132973.4699402316
SYNTH_A,1075656,2020-05-23,2020-05-23,1835459.123237788
SYNTH_A,1075656,2020-05-24,2020-05-24,7298407.475237375
SYNTH_A,1075656,2020-05-25,2020-05-25,17045215.6839836
SYNTH_A,1075656,2020-05-26,2020-05-26,1742929.7772356896
SYNTH_A,1075656,2020-05-27,2020-05-27,1709765.317523381
SYNTH_A,1075656,2020-05-28,2020-05-28,23653738.10470596
SYNTH_A,1075656,2020-05-29,2020-05-29,14442154.515529918
SYNTH_A,1075656,2020-05-30,2020-05-30,12830446.335896563
SYNTH_A,1075656,2020-05-31,2020-05-31,4302588.919615391
SYNTH_A,1075656,2020-06-01,2020-06-01,1227192.9041524536
SYNTH_A,1075656,2020-06-02,2020-06-02,14913127.608638277
SYNTH_A,1075656,2020-06-03,2020-06-03,8517484.625352455
SYNTH_A,1075656,2020-06-04,2020-06-04,2091745.2251124298
SYNTH_A,1075656,2020-06-05,2020-06-05,38270455.10507054
SYNTH_A,1075656,2020-06-06,2020-06-06,6225792.968640296
SYNTH_A,1075656,2020-06-07,2020-06-07,506252.98210616806
SYNTH_A,1075656,2020-06-08,2020-06-08,12041840.38282027
SYNTH_A,1075656,2020-06-09,2020-06-09,1065094.813759203
SYNTH_A,1075656,2020-06-10,2020-06-10,3587725.1936069047
SYNTH_A,1075656,2020-06-11,2020-06-11,19850958.96199874
SYNTH_A,1075656,2020-06-12,2020-06-12,837980.415108034
SYNTH_A,1075656,2020-06-13,2020-06-13,25472302.695358627
SYNTH_A,1075656,2020-06-14,2020-06-14,1585214.7718223496
SYNTH_A,1075656,2020-06-15,2020-06-15,16867150.451770306
SYNTH_A,1075656,2020-06-16,2020-06-16,50803895.59758032
SYNTH_A,1075656,2020-06-17,2020-06-17,2122939.724028181
SYNTH_A,1075656,2020-06-18,2020-06-18,3967303.183775193
SYNTH_A,1075656,2020-06-19,2020-06-19,1698979.3005842809
SYNTH_A,1075656,2020-06-20,2020-06-20,3810060.419593591
SYNTH_A,1075656,2020-06-21,2020-06-21,2443573.187603858
SYNTH_A,1075656,2020-06-22,2020-06-22,6377263.439649812
SYNTH_A,1075656,2020-06-23,2020-06-23,10851188.71597233
SYNTH_A,1075656,2020-06-24,2020-06-24,13791563.958661366
SYNTH_A,1075656,2020-06-25,2020-06-25,6955836.794559604
SYNTH_A,1075656,2020-06-26,2020-06-26,14522949.281161029
SYNTH_A,1075656,2020-06-27,2020-06-27,868235.0318608186
SYNTH_A,1075656,2020-06-28,2020-06-28,214125415.17241976
