date,state_name,county_name,measure_id,measure_name,synthetic_aq_index,is_spike,zscore,is_anomaly
1999-01-01,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2164222175092314,False,,False
1999-01-02,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2540410246319238,False,,False
1999-01-03,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1790144992772316,False,,False
1999-01-04,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.0604117091990299,False,,False
1999-01-05,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.327394393383847,False,,False
1999-01-06,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2038963815324107,False,,False
1999-01-07,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.3492429016174249,False,,False
1999-01-08,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1774605637022052,False,,False
1999-01-09,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.214818851907086,False,,False
1999-01-10,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2050752136669339,False,,False
1999-01-11,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.3240128888567035,False,,False
1999-01-12,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2166964177482064,False,,False
1999-01-13,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2433126063434074,False,,False
1999-01-14,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2146581476930275,False,,False
1999-01-15,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2771241546243467,False,,False
1999-01-16,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2604529133711697,False,,False
1999-01-17,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2497352894762863,False,,False
1999-01-18,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1339213472327672,False,,False
1999-01-19,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.166994320433049,False,,False
1999-01-20,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2883645343726825,False,,False
1999-01-21,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1847238343675114,False,,False
1999-01-22,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2460503486372784,False,,False
1999-01-23,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.3099519472406221,False,,False
1999-01-24,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.3573553285607593,False,,False
1999-01-25,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.3072132645142062,False,,False
1999-01-26,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2521566562771191,False,,False
1999-01-27,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1704880135187332,False,,False
1999-01-28,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1452847078630521,False,-1.2633923818359545,False
1999-01-29,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2706972587501168,False,0.5043007885504324,False
1999-01-30,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2549718262885707,False,0.27926321971060475,False
1999-01-31,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.198375347082034,False,-0.542318424495578,False
1999-02-01,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2229372164214197,False,-0.3132234882057706,False
1999-02-02,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1828982577873018,False,-0.9104233020061647,False
1999-02-03,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.0789128339058956,False,-2.322663052797498,False
1999-02-04,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2750493220366845,False,0.7259632467167791,False
1999-02-05,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2213280527188861,False,-0.15984511022680237,False
1999-02-06,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2471459981126166,False,0.23961728658167605,False
1999-02-07,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2196796145094442,False,-0.21435335984190435,False
1999-02-08,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2046633953698021,False,-0.405252089253851,False
1999-02-09,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.135826595232513,False,-1.458845923518581,False
1999-02-10,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1932410131682583,False,-0.4965246290668416,False
1999-02-11,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.04896184077707,False,-2.411147748970139,False
1999-02-12,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2625760605830091,False,0.646617243617692,False
1999-02-13,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2134769973399686,False,-0.033867258238678116,False
1999-02-14,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2172976723140414,False,0.03825723459481692,False
1999-02-15,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2273977410144375,False,0.1401086309261415,False
1999-02-16,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.181260724259512,False,-0.5582873526775313,False
1999-02-17,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2173619646120614,False,0.021248084269812305,False
1999-02-18,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1647682846036119,False,-0.7678098630053706,False
1999-02-19,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2042395858300909,False,-0.1454523329269042,False
1999-02-20,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.133012148531719,False,-1.1555801659575342,False
1999-02-21,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2496754071003127,False,0.7939017497089133,False
1999-02-22,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2897049326763261,False,1.522619095950908,False
1999-02-23,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1754642622772983,False,-0.4396836316723325,False
1999-02-24,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.164933848539784,False,-0.621742875932832,False
1999-02-25,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1810433092471088,False,-0.36479197756380594,False
1999-02-26,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2188811516768724,False,0.35935686435520475,False
1999-02-27,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2733582060126502,False,1.3356800215664622,False
1999-02-28,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.0971930319530555,False,-1.7070523097782264,False
1999-03-01,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2675053036759592,False,1.1659612796682308,False
1999-03-02,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2168681576556471,False,0.2947623032991939,False
1999-03-03,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2168315041891391,False,0.23004751465548404,False
1999-03-04,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.3023298968767273,False,1.7262067507744236,False
1999-03-05,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1281087439526948,False,-1.2719901187032037,False
1999-03-06,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2654158745906927,False,1.0724659264583372,False
1999-03-07,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.3175838301340372,False,1.7852998109467186,False
1999-03-08,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2100143973166964,False,0.060625713193840816,False
1999-03-09,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.186211936998232,False,-0.3570562906797116,False
1999-03-10,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.3172455630448108,False,1.6275076190748827,False
1999-03-11,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1973397248976298,False,-0.3645854365537056,False
1999-03-12,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1054977301540672,False,-1.8039928347887462,False
1999-03-13,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2283351405692623,False,0.2645609172843742,False
1999-03-14,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1390700839276211,False,-1.1647625526509529,False
1999-03-15,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1700565219567422,False,-0.6177938427913605,False
1999-03-16,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1881040910829311,False,-0.3271552025653429,False
1999-03-17,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.3085607891868349,False,1.520861121461933,False
1999-03-18,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2331363069577488,False,0.30543070666577044,False
1999-03-19,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2859918398910313,False,1.0694006165647025,False
1999-03-20,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1620756999143524,False,-0.8746908256045025,False
1999-03-21,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2410263181886685,False,0.3717312590240372,False
1999-03-22,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2871000362439858,False,1.1007377764261035,False
1999-03-23,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1378243110964627,False,-1.2082711032987832,False
1999-03-24,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.3602153529822109,False,1.979388708662098,False
1999-03-25,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1096971954795297,False,-1.533653932552675,False
1999-03-26,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2946492529014219,False,0.9726760935323198,False
1999-03-27,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2848183205022467,False,0.8298035573728448,False
1999-03-28,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2692173120845364,False,0.5647888026808916,False
1999-03-29,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2002628911093954,False,-0.38680233844740614,False
1999-03-30,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2592514072488147,False,0.43493209749611933,False
1999-03-31,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2248450789740489,False,-0.06035615031285766,False
1999-04-01,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1037353735926883,False,-1.6345592063525405,False
1999-04-02,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.324596750469424,False,1.3199762814620981,False
1999-04-03,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1709519878065736,False,-0.7502830840337,False
1999-04-04,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.0855254558049639,False,-1.7532622728092746,False
1999-04-05,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1331864814959379,False,-1.0593962059492659,False
1999-04-06,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1333516827053039,False,-1.0147130640670141,False
1999-04-07,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2210615493258385,False,0.15620706551052435,False
1999-04-08,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2302726876981572,False,0.2624032092214423,False
1999-04-09,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.3312560141752291,False,1.4835843221061693,False
1999-04-10,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2279916025668688,False,0.1249738972662091,False
1999-04-11,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2712969411434293,False,0.6412459015601037,False
1999-04-12,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2980950305524583,False,0.9309546858838854,False
1999-04-13,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2674209820351424,False,0.48763700209199373,False
1999-04-14,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2036201009898999,False,-0.3140630944258904,False
1999-04-15,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2394078010752777,False,0.16618744493589913,False
1999-04-16,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.266191507198337,False,0.5409066651735377,False
1999-04-17,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.256860078092864,False,0.3726079689049134,False
1999-04-18,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.0944975807056751,False,-1.689013371691226,False
1999-04-19,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1871619405913427,False,-0.4431374829777321,False
1999-04-20,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1866675886754653,False,-0.4814795554184062,False
1999-04-21,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1775514729763622,False,-0.549947032921062,False
1999-04-22,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1146305384674187,False,-1.4535264561392574,False
1999-04-23,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.1794431618243782,False,-0.47835327920691784,False
1999-04-24,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.2217943223784665,False,0.17557726644803182,False
1999-04-25,Pennsylvania,Lancaster,85,Percent of days with PM2.5 levels over the National Ambient Air Quality Standard (NAAQS),0.3019807864361942,False,1.3258761284098102,False
