location_id,population_served,sample_date,baseline_rate,synthetic_admissions,rolling_mean,rolling_std,z_score,is_anomaly
California,100000,2018-10-06,0.0,0.0,,,0.0,False
California,100000,2018-10-06,0.2,0.1584006357503802,,,0.0,False
California,100000,2018-10-06,0.2,0.2300180478322583,,,0.0,False
California,100000,2018-10-13,0.1,0.1188112943278242,,,0.0,False
California,100000,2018-10-13,0.2,0.1219585924538465,,,0.0,False
California,100000,2018-10-13,0.3,0.2218692295882609,,,0.0,False
California,100000,2018-10-20,0.1,0.1025568080633457,,,0.0,False
California,100000,2018-10-20,0.2,0.1873502963062567,,,0.0,False
California,100000,2018-10-20,0.3,0.2989919305497426,,,0.0,False
California,100000,2018-10-27,0.4,0.4622233548343159,,,0.0,False
California,100000,2018-10-27,0.2,0.1658782428970568,,,0.0,False
California,100000,2018-10-27,0.2,0.2351759189945131,,,0.0,False
California,100000,2018-11-03,0.2,0.2026412279024486,,,0.0,False
California,100000,2018-11-03,0.1,0.1225448241393606,0.18774431454568644,0.10752913590556287,-0.6063425494610789,False
California,100000,2018-11-03,0.3,0.3280505605351227,0.21117649744105235,0.0988641920778948,1.1821677863101905,False
California,100000,2018-11-10,0.4,0.3232893919336801,0.2229542657398595,0.10186931981208916,0.9849395910260464,False
California,100000,2018-11-10,0.2,0.1656283014846704,0.2183549981436032,0.10297344005322658,-0.5120417131998173,False
California,100000,2018-11-10,0.2,0.2147500313632999,0.22520776507470863,0.09895316788363755,-0.10568366768920774,False
California,100000,2018-11-17,0.4,0.3852110109163791,0.2440115092506038,0.10276298291446344,1.3740307809408878,False
California,100000,2018-11-17,0.2,0.2351380120522909,0.24495927942660595,0.10260412392177322,-0.0957200061646929,False
California,100000,2018-11-17,0.2,0.1980029635605499,0.2517768619621205,0.09532721013651982,-0.56409810299242,False
California,100000,2018-11-24,0.1,0.0863814091119211,0.24456479859109656,0.10400121314001196,-1.5209763877102143,False
California,100000,2018-11-24,0.4,0.4978033070939224,0.2587656112013951,0.12371040213154055,1.932236026832731,False
California,100000,2018-11-24,0.5,0.4845470517931198,0.2603601609841668,0.12664366605299598,1.770217949274609,False
California,100000,2018-12-01,0.4,0.3657337742269514,0.2746355560791593,0.12643812254289044,0.7204964477140959,False
California,100000,2018-12-01,0.7,0.6507013029316479,0.30431594064609746,0.16061449657308025,2.1566257696293536,False
California,100000,2018-12-01,1.1,1.2171080208217369,0.3767778544260466,0.2888575166145254,2.9091511145167606,False
California,100000,2018-12-08,0.4,0.433018608927679,0.3989545533394979,0.2796076851719253,0.12182803762076774,False
California,100000,2018-12-08,0.7,0.751162169010971,0.42917681108777284,0.2938578134911468,1.0957182118041546,False
California,100000,2018-12-08,1.1,1.1947806206617344,0.49142618456834813,0.35553520369505326,1.9782975884904543,False
California,100000,2018-12-15,0.6,0.8569977121044553,0.5408097138983328,0.35481573478035044,0.8911329662475637,False
California,100000,2018-12-15,0.7,0.6431018977061538,0.5714062757799653,0.3428015071917337,0.20914616891135235,False
California,100000,2018-12-15,1.2999999999999998,1.1668168904414,0.6272352671746095,0.3725046420774146,1.4485232190869008,False
California,100000,2018-12-22,1.3,1.460154649869629,0.7147364555901338,0.4147937613354641,1.797081498717718,False
California,100000,2018-12-22,2.2,2.696747808797192,0.8932182302498938,0.6476035899205334,2.784928321303171,False
California,100000,2018-12-22,0.9,0.753520908915382,0.9408710516644267,0.6069351715485577,-0.3086822967781425,False
California,100000,2018-12-29,3.0,2.5053112705852563,1.0842644776280934,0.720689555472807,1.9717876888404298,False
California,100000,2018-12-29,1.3,1.2703736610097325,1.1403949497149946,0.7007129050262242,0.18549495858060938,False
California,100000,2018-12-29,1.7,1.4143467978327404,1.2152958799725508,0.6667596191134533,0.29853475248674266,False
California,100000,2019-01-05,1.4,1.582165980590916,1.281829071233927,0.652406337668831,0.4603525318747646,False
California,100000,2019-01-05,3.6,4.135143003266479,1.4902601414085517,1.0023911722538799,2.6385735779285637,False
California,100000,2019-01-05,5.0,5.543154268305194,1.8552698313640883,1.427886736564356,2.582756981001546,False
California,100000,2019-01-12,1.4,1.2136572819591656,1.8883051965746738,1.4055527563219758,-0.47998761453886246,False
California,100000,2019-01-12,3.6,3.767156152608038,2.0720463059994096,1.4743701289795,1.1497179800990107,False
