date,synthetic_viral_load,ww_z,synthetic_admissions,hosp_z,synthetic_env,env_z,fused_risk,is_alert
2020-01-14,24.84703637507496,-0.46132289859953424,48,1.8491233280470587,20.60943415950886,0.0,0.5551201717790097,False
2020-01-15,34.919625392767884,-0.4434366882163918,36,0.6112957033924881,20.265526234923097,0.0,0.06714360607043851,False
2020-01-16,176.05946866783634,-0.4273633405295088,47,1.5430084442561616,24.425686128158382,0.0,0.4462580414906612,False
2020-01-17,94.056999677505,-0.4131420515973221,27,-0.38777935116044104,23.1827806501351,0.0,-0.3203685611031053,False
2020-01-18,562.6410723832755,-0.39967758733640574,38,0.6819985133310642,14.796278405339653,0.0,0.11292837039786338,False
2020-01-19,102.7069588124044,-0.38841143488863866,29,-0.22494033549714157,14.470857249729892,0.0,-0.2453407081543121,False
2020-01-20,50.91647728857885,-0.3776613210491649,27,-0.4209518431927062,17.91018635893048,0.0,-0.31944526569674847,False
2020-01-21,2792.772244567604,-0.3644754655995328,41,1.0176778189713498,19.36751481531283,0.0,0.2612809413487268,False
2020-01-22,250.0220314520959,-0.35844757123572973,34,0.26694755490067446,22.31189213239551,0.0,-0.03660000653402212,False
2020-01-23,376.0324286815116,-0.3497531809154248,27,-0.48131010641254945,21.21869588139831,0.0,-0.3324253149311897,False
2020-01-24,47.14404747453962,-0.3422193797374935,29,-0.2543020570894647,23.06044716707833,0.0,-0.23860857473078328,False
2020-01-25,195.4161834006132,-0.33458798187472666,27,-0.46880038126469664,20.25393265350523,0.0,-0.32135534525576936,False
2020-01-26,486.37189534805486,-0.3272362428435736,19,-1.312442224688054,17.20727765857696,0.0,-0.6558713870126511,False
2020-01-27,84.01931980706753,-0.32123644501500104,31,0.042676000206357756,19.90898796653198,-0.006289281546372351,-0.11268203423273179,False
2020-01-28,703.0319598651388,-0.3142153891375212,16,-1.5755211492318661,20.93501868450409,0.32446077544975477,-0.6910024602578041,False
2020-01-29,173.44033914159323,-0.24273039216292902,16,-1.4655441135879124,20.62690952163761,0.2113246121044129,-0.641044879879454,False
2020-01-30,266.59304476842306,-0.18962959875365856,17,-1.2739860306418984,23.66228530471047,1.1965705651598337,-0.3461321387262561,False
2020-01-31,173.18280012509666,-0.45042612692242556,22,-0.6901181537983844,19.38388601569467,-0.2939637155032032,-0.5150104553889646,False
2020-02-01,5942.21904381048,4.029062511363328,18,-1.1195250050507126,20.455249385261872,0.0896672880402298,1.181748460133092,False
2020-02-02,443.03782715075306,-0.20092714754684896,15,-1.4540959113755454,16.97536444148202,-1.1291451986532057,-0.887838263299599,False
2020-02-03,103.61232118480429,-0.4561718886814184,14,-1.525212702841439,17.28478082550539,-0.9676345800059787,-0.9860807526103388,False
2020-02-04,1417.9794272047156,0.670135375949582,9,-1.8464447839877092,18.638140911192114,-0.4579147908269192,-0.5621067213806348,False
2020-02-05,76.23095395267964,-0.42928359154148565,23,-0.4440373080104384,24.790577124752144,1.680835767389383,-0.013161206342893028,False
2020-02-06,557.3379181076541,-0.03562591645274662,7,-1.8449914269867234,22.615724772407862,0.8718451885820007,-0.577877899659388,False
2020-02-07,27.267836936494675,-0.4580941188285472,3,-1.9785010722501475,20.444995573026464,0.09251164884762607,-0.9561357466619527,False
2020-02-08,60.42102933407081,-0.4258256184178893,12,-1.1010427757843437,17.99408168167087,-0.779039439758693,-0.7665552456326319,False
2020-02-09,504.41774036095416,-0.06307267254153623,8,-1.336922111120496,18.139834634561225,-0.705173704777587,-0.7010326544203304,False
2020-02-10,1071.7369407183587,0.39531333557720744,4,-1.5381081558294682,18.385393681324064,-0.5989716424192644,-0.5769122565847573,False
2020-02-11,486.83824668982186,-0.10905857249754165,1,-1.6908218370070922,20.825465223191973,0.31683972092523355,-0.6565842196168068,False
2020-02-12,313.8974837507256,-0.26383041295077575,0,-1.6273004121748387,23.20713645341985,1.1439195666833588,-0.527668416713574,False
2020-02-13,120373866.99547656,5.102520378745767,7,-1.0225865136226209,27.2080789382864,2.3934765371942412,2.110668853488107,False
2020-02-14,23388688.06168841,0.7932061032207729,1,-1.4258898829031599,20.488821184583447,0.1381377194980681,-0.22544596797334115,False
2020-02-15,159.01566791822415,-0.223131281394713,6,-0.941511383125256,17.673863324504254,-0.9246454525996485,-0.6507861563279173,False
2020-02-16,228.07648434210904,-0.22312848500098642,22,0.5205400222821795,15.447670806958772,-1.8007370271558252,-0.2411827905186878,False
2020-02-17,1884.8620128137889,-0.22305948320800364,5,-0.9571859726038544,18.886464397746906,-0.5238423512580631,-0.5768666525763559,False
2020-02-18,698.3957262009882,-0.22310762247858212,1,-1.2947681087630252,22.25794458544178,0.7133183202592036,-0.46448662844480226,False
2020-02-19,36.05477182438729,-0.22313605499069694,6,-0.7513138976217731,22.117599532094335,0.6642421385879292,-0.25693155332740214,False
2020-02-20,658.0122425761649,-0.22310948832400956,17,0.4737367050364272,21.244470782620414,0.33377854028922266,0.16700659474281157,False
2020-02-21,245.28856091362425,-0.22312774643051403,4,-0.9091982254570271,19.6526887859702,-0.22625061258627308,-0.4981805112722711,False
2020-02-22,145.28546914956868,-0.22313201020238135,11,-0.03097120557580573,19.99953435829673,-0.08905992168581414,-0.11945327064843766,False
2020-02-23,2461267.464077716,-0.1200856871027299,14,0.3684396609300865,18.561724605861414,-0.6737564034046227,-0.03540969114998188,False
2020-02-24,4375480.364382969,-0.04368455675883947,11,0.09284474134062752,18.740814089206296,-0.5835095118862857,-0.09703782854454193,False
2020-02-25,3702554.777769956,-0.07880214682806447,14,0.5403566251604819,18.66898058542261,-0.5770625951051943,0.0692092723119281,False
2020-02-26,322847.05879154813,-0.22657318813227353,5,-0.7143502582924611,22.809817093537525,0.9811871623031077,-0.18013194610927236,False
2020-02-27,1328494.1729664193,-0.18490673716483685,17,1.037632856935765,23.158155354826935,1.1305539059817127,0.5672012291047137,False
2020-02-28,1536082.79371687,-0.1783419306315145,21,1.6419806074147385,21.739028410810704,0.5507076716923677,0.6955970050517631,False
2020-02-29,3943936.894428308,-0.07954128998214313,24,1.9511999956650339,20.441206338543708,0.05407852164745774,0.7594791866026478,False
2020-03-01,836924.9125508551,-0.2165643462679159,41,3.2617831660100576,17.522407361003893,-1.0806302869864477,1.001961470499567,False
2020-03-02,3289692.617009302,-0.11468734194951988,50,3.2002851790895686,19.012332678739696,-0.5403278135656142,1.1261735721428967,False
2020-03-03,1338925.0319073256,-0.2021561176446404,68,3.3983070051535065,20.13515813897778,-0.11927305194843388,1.2546057446138597,False
2020-03-04,2083059.3552018905,-0.1729896637721913,66,2.706401583173443,22.923733244784053,1.058783010026368,1.2251213697657743,False
2020-03-05,79103566.79392304,2.636011587668067,71,2.4987794854990617,24.187360188222552,1.5142148509431201,2.3567593994554756,False
2020-03-06,168565355.9628928,3.825120974203232,99,2.9948291918753682,18.387339577641328,-0.7806578777499344,2.5718484908814534,True
2020-03-07,23102640.67570217,0.18447146508050205,66,1.5673783080470076,18.059006349932726,-0.9129428398694257,0.5181513412771188,False
2020-03-08,103186686.29289173,1.9387661246556032,109,2.6128945015514016,16.134470954868938,-1.5918940996809725,1.5022854305466073,False
2020-03-09,118229158.4342346,2.0183760258365573,89,1.7783723398811475,16.376749856109225,-1.4272136899401981,1.2332566082990422,False
2020-03-10,29129391.576266367,0.095929132386965,103,1.960732832920883,19.449715497546624,-0.2645605861302297,0.7697526688970934,False
2020-03-11,45513355.3664357,0.4131195944625706,91,1.4883996712679464,25.335377069872877,1.8188482958446976,1.1243773654611464,False
2020-03-12,368030290.8468533,4.267910023794167,82,1.1511922401936858,21.193121505158985,0.47648241573592787,2.262937388742327,False
2020-03-13,22745806.28395263,-0.15838875196691746,104,1.6021326186903442,23.238207926535644,1.2316909841301595,0.8238357435154027,False
2020-03-14,210902695.48440957,1.9934671144458727,101,1.4043674086194926,38.33152309853936,4.129226432528355,2.1849790957318174,False
2020-03-15,624326.3537661196,-0.4980075147216317,112,1.5434367199019994,41.013615508707446,3.4557920014610035,1.1093300823643477,False
2020-03-16,819239.496494144,-0.49613306993518397,114,1.4689542837424923,44.9500292070148,3.1559335498945833,1.0203151955018401,False
2020-03-17,294665.9512318852,-0.5025067054069872,130,1.7033134320167662,52.931111656796375,3.211601718406995,1.1226430343253109,False
2020-03-18,15014784.521192083,-0.3353378014569582,106,1.0555658425332999,59.41986901747449,3.03865328918867,0.8958218742682708,False
2020-03-19,25862137.9219585,-0.21831101448637164,85,0.5007917823046162,61.27869551736331,2.6391730088027314,0.6408269088878441,False
2020-03-20,2880235.6754084057,-0.4941286917236936,100,0.8095574732638954,51.51050268213951,1.7140735128170677,0.4689862151794943,False
2020-03-21,33712187.22628912,-0.14101984732226727,110,0.9949759770926866,44.4341129932955,1.1206579681715794,0.5657140455424836,False
2020-03-22,75221829.21799591,0.3269930393144321,109,0.9067450651508793,46.97792006492208,1.2055035675694443,0.7345959553000134,False
2020-03-23,357803026.38695616,2.939475958714446,101,0.640124053837258,43.17974225708169,0.8781895584230978,1.6074779167053013,False
2020-03-24,39745075.4130901,-0.2210251248560894,103,0.6434649329043209,43.621568383310375,0.846270217235592,0.33822996666641103,False
2020-03-25,26539837.475452248,-0.3633745252864482,92,0.2505073134741042,50.19730004849281,1.2054102112644798,0.19593515752795837,False
2020-03-26,33829496.17516498,-0.3038156238732827,100,0.4618936669097998,52.71469791135562,1.272206459031745,0.31767250902095584,False
2020-03-27,243052351.05084193,1.6339891157676996,86,-0.15473348043989102,55.73993176365057,1.3566748709473302,0.8630372283205895,False
2020-03-28,107443564.1432796,0.2998541403368962,69,-1.077079495840672,18.983200254788464,-0.9951883609725708,-0.5099278143960245,False
2020-03-29,32536656.583041944,-0.4372587395816728,84,-0.4837455325475789,18.45618697159007,-1.0334510691290717,-0.5750919226775151,False
2020-03-30,138894668.5406569,0.5518044628233825,52,-2.256356327601647,16.80000025992284,-1.1282538799356807,-0.9074715218984419,False
2020-03-31,85547069.96500029,0.0017308076036202107,21,-3.158418562505624,20.31707938215344,-0.9048141021540287,-1.4436379223916074,False
2020-04-01,287675302.60679346,1.7996871671306192,8,-3.0183595599016626,23.59667523533876,-0.6979933756001323,-0.6270676322284439,False
2020-04-02,8134377.602215731,-0.7862540763737708,17,-2.3414137498288947,22.306090657104992,-0.7736346855473146,-1.4057940675905294,False
2020-04-03,8734427.45591785,-0.7272693240681011,20,-1.9842236559167659,22.215201692467502,-0.794639405394691,-1.243525073072885,False
2020-04-04,7985259.562815491,-0.726718344211641,6,-2.145021066728382,17.37449690051405,-1.1017580244792429,-1.369047369271858,False
2020-04-05,1798152.658208965,-0.7427168935126633,12,-1.7802326935639967,16.34910857032439,-1.1686313990542203,-1.2429061146415081,False
2020-04-06,20806200.054058928,-0.5355445041995118,19,-1.464917234865741,16.89102976459926,-1.136672418314073,-1.0275191792889158,False
2020-04-07,19815389.616263777,-0.5406819606388988,16,-1.417347168345832,17.608320708821914,-1.08154887201037,-0.9995214259959664,False
